alpha,valid_minus,valid_plus,safe
0.0,0.6190476190476191,0.6190476190476191,True
0.05,0.5833333333333334,0.5384615384615384,True
0.1,0.5555555555555556,0.6875,True
0.2,0.6363636363636364,1.0,True
0.3,0.35714285714285715,,False
0.5,0.7272727272727273,0.6666666666666666,True
0.8,0.20930232558139536,0.020833333333333332,False
1.0,0.0,0.020833333333333332,False
