alpha,valid_minus,valid_plus,safe
0.0,0.5833333333333334,0.5833333333333334,True
0.05,0.5,0.5263157894736842,True
0.1,0.5833333333333334,0.4722222222222222,True
0.2,0.625,0.42857142857142855,True
0.3,0.5833333333333334,0.3684210526315789,False
0.5,0.5952380952380952,0.4722222222222222,True
0.8,0.04878048780487805,0.041666666666666664,False
1.0,0.0,0.0,False
