alpha,valid_minus,valid_plus,safe
0.0,0.7777777777777778,0.7777777777777778,True
0.05,1.0,1.0,True
0.1,0.5333333333333333,1.0,False
0.2,0.5294117647058824,1.0,False
0.3,0.5,0.5,False
0.5,0.3829787234042553,0.14285714285714285,False
0.8,0.0,0.0,False
1.0,0.0,0.0,False
